Transaction ID,Date,Currency,Sender,Receiver,Amount,Fee,Type,Amount Value,Fee Value,Currency Type From Amount
TX712,20/05/2023,Electra,James Daniels,Jacob Winters,925 Electra,18 Electra,Purchase,925,18,Electra
TX713,21/01/2023,Zentia,Michelle Webb,Karen Allison,343 Zentia,44 Zentia,Payment,343,44,Zentia
TX714,01/04/2023,Zentia,Mark Flores,Erica Scott,549 Zentia,24 Zentia,Payment,549,24,Zentia
TX715,07/06/2023,Zentia,Melissa Vasquez,Annette Henderson,310 Zentia,21 Zentia,Purchase,310,21,Zentia
TX716,26/02/2023,Lumina,Kimberly Bell,Mary Allen,900 Lumina,41 Lumina,Transfer,900,41,Lumina
TX717,09/02/2023,Lumina,Samantha Long,Elizabeth Jones,271 Lumina,26 Lumina,Transfer,271,26,Lumina
TX718,25/07/2023,Zentia,Larry Soto,Mrs. Martha Mejia,682 Zentia,38 Zentia,Payment,682,38,Zentia
TX719,07/07/2023,Lumina,Jennifer Perkins,Christopher Hansen,317 Lumina,41 Lumina,Purchase,317,41,Lumina
TX720,15/03/2023,Auric,Zachary Martin,Emily Green,634 Auric,47 Auric,Payment,634,47,Auric
TX721,18/03/2023,Zentia,Edward Rice,Austin Thompson,834 Zentia,9 Zentia,Payment,834,9,Zentia
TX722,10/05/2023,Electra,Matthew May,Sharon Morgan,460 Electra,15 Electra,Transfer,460,15,Electra
TX723,06/04/2023,Electra,Timothy Kelley,Carrie Jordan,89 Electra,3 Electra,Payment,89,3,Electra
TX724,08/07/2023,Lumina,Christopher Wilson,Anita Cook,461 Lumina,32 Lumina,Purchase,461,32,Lumina
TX725,11/04/2023,Electra,Roger Lee,Jason Burke,320 Electra,27 Electra,Payment,320,27,Electra
TX726,31/01/2023,Lumina,Amy Baird,Caroline Lee,867 Lumina,16 Lumina,Purchase,867,16,Lumina
TX727,10/07/2023,Zentia,Alexis Oconnor,Bruce Lowery,625 Zentia,35 Zentia,Purchase,625,35,Zentia
TX728,26/03/2023,Lumina,Taylor Johnson,Jacob Bates,285 Lumina,27 Lumina,Payment,285,27,Lumina
TX729,15/08/2023,Electra,Nicholas Garza,Amber Roberts,770 Electra,6 Electra,Purchase,770,6,Electra
TX730,06/02/2023,Electra,Joshua May Jr.,Michelle Cummings,535 Electra,8 Electra,Purchase,535,8,Electra
TX731,06/05/2023,Lumina,Kathleen Hayden,Jonathan Miller,434 Lumina,36 Lumina,Purchase,434,36,Lumina
TX732,10/07/2023,Lumina,Jacob May,Billy Lowe,96 Lumina,46 Lumina,Transfer,96,46,Lumina
TX733,20/07/2023,Electra,Adam Parker,Whitney Harris,102 Electra,48 Electra,Payment,102,48,Electra
TX734,08/05/2023,Auric,Barbara Thomas,Erica Ray,399 Auric,13 Auric,Purchase,399,13,Auric
TX735,11/03/2023,Auric,Adam Mcknight,Cindy Moore,509 Auric,18 Auric,Payment,509,18,Auric
TX736,21/03/2023,Electra,Timothy Hoffman,Matthew Cooper,919 Electra,48 Electra,Purchase,919,48,Electra
TX737,15/05/2023,Auric,Ashley Ashley,Robin Barrett,384 Auric,3 Auric,Payment,384,3,Auric
TX738,29/05/2023,Auric,Amber Kline,Steven Snyder,621 Auric,42 Auric,Payment,621,42,Auric
TX739,20/04/2023,Lumina,Shannon Davis,Keith Turner,731 Lumina,35 Lumina,Transfer,731,35,Lumina
TX740,16/08/2023,Electra,Jessica Willis,Kenneth Sparks,727 Electra,42 Electra,Payment,727,42,Electra
TX741,21/08/2023,Electra,Justin Monroe,Jon Bartlett,404 Electra,50 Electra,Payment,404,50,Electra
TX742,11/01/2023,Zentia,Donald Stein,Hannah Duran,205 Zentia,36 Zentia,Purchase,205,36,Zentia
TX743,09/02/2023,Electra,Paula Brooks,Spencer Jackson,454 Electra,9 Electra,Purchase,454,9,Electra
TX744,22/08/2023,Auric,Steven Walker,Stephanie Newman,24 Auric,40 Auric,Payment,24,40,Auric
TX745,29/04/2023,Zentia,Christopher Brown Jr.,Kristen Munoz,121 Zentia,18 Zentia,Payment,121,18,Zentia
TX746,30/05/2023,Electra,Brittany Brooks,Benjamin Martin,301 Electra,30 Electra,Purchase,301,30,Electra
TX747,31/03/2023,Auric,Tina Wu,Steven Jarvis,114 Auric,30 Auric,Payment,114,30,Auric
TX748,15/07/2023,Lumina,Benjamin Carter,Margaret Jacobson,222 Lumina,6 Lumina,Payment,222,6,Lumina
TX749,23/01/2023,Electra,Nichole Liu,Timothy Mullins,824 Electra,8 Electra,Payment,824,8,Electra
TX750,29/03/2023,Auric,Crystal Johnson,Jessica Cohen,480 Auric,41 Auric,Payment,480,41,Auric
TX751,02/01/2023,Zentia,Megan Miller,Marcus Sullivan,393 Zentia,45 Zentia,Transfer,393,45,Zentia
TX752,03/02/2023,Lumina,Jeffrey Liu,Deborah Peterson,165 Lumina,12 Lumina,Payment,165,12,Lumina
TX753,20/01/2023,Zentia,Donna Henry,Heather Walters,461 Zentia,35 Zentia,Payment,461,35,Zentia
TX754,04/04/2023,Auric,Nancy Cunningham,Mark Johnson,491 Auric,7 Auric,Transfer,491,7,Auric
TX755,03/05/2023,Electra,Joshua Baker,Kenneth Jones,750 Electra,47 Electra,Purchase,750,47,Electra
TX756,23/07/2023,Electra,Steven Martin,Kylie Mcneil,884 Electra,8 Electra,Transfer,884,8,Electra
TX757,16/07/2023,Auric,Haley Pratt,Kevin Taylor,97 Auric,50 Auric,Transfer,97,50,Auric
TX758,21/01/2023,Lumina,Brady Miller,Sarah Cruz,573 Lumina,36 Lumina,Purchase,573,36,Lumina
TX759,25/08/2023,Lumina,Tammy Powell,Brandi Horn,529 Lumina,3 Lumina,Payment,529,3,Lumina
TX760,30/03/2023,Auric,Steve Holt,Rebecca Oconnor,903 Auric,37 Auric,Payment,903,37,Auric
TX761,25/07/2023,Lumina,Katherine Mitchell,Sergio Vaughn,735 Lumina,8 Lumina,Transfer,735,8,Lumina
TX762,06/07/2023,Auric,Kelly Johnson,Adam Dennis,6 Auric,30 Auric,Transfer,6,30,Auric
TX763,02/02/2023,Zentia,Stephen Gordon,Robert Fernandez,959 Zentia,46 Zentia,Payment,959,46,Zentia
TX764,18/01/2023,Auric,Jacob Atkinson,Jennifer Olsen,96 Auric,24 Auric,Payment,96,24,Auric
TX765,03/04/2023,Lumina,Pedro Fuller,Brian Torres,730 Lumina,39 Lumina,Purchase,730,39,Lumina
TX766,15/03/2023,Zentia,Sharon Arias,Daniel Miles,899 Zentia,16 Zentia,Payment,899,16,Zentia
TX767,01/08/2023,Zentia,Ricky Tran,Tracy Smith,551 Zentia,24 Zentia,Transfer,551,24,Zentia
TX768,17/02/2023,Lumina,Brittany Chaney,Joel Smith,877 Lumina,23 Lumina,Transfer,877,23,Lumina
TX769,27/03/2023,Electra,Mary Reed,Marisa Schneider,74 Electra,26 Electra,Purchase,74,26,Electra
TX770,05/08/2023,Zentia,Allison Carpenter,Stephanie Alexander,531 Zentia,21 Zentia,Transfer,531,21,Zentia
TX771,05/04/2023,Auric,Andrew Byrd,Dana Saunders,972 Auric,41 Auric,Payment,972,41,Auric
TX772,17/03/2023,Electra,Shaun Beltran,Sarah Schmidt,58 Electra,50 Electra,Purchase,58,50,Electra
TX773,21/08/2023,Zentia,Rachel Moore,Laura Thomas,772 Zentia,16 Zentia,Transfer,772,16,Zentia
TX774,28/03/2023,Auric,Kaitlin Patel,Keith Mcdaniel,668 Auric,39 Auric,Purchase,668,39,Auric
TX775,14/02/2023,Lumina,Daniel Mcdonald,Emily Wright,731 Lumina,32 Lumina,Purchase,731,32,Lumina
TX776,29/03/2023,Auric,Stacey Jordan,Toni Dunn,379 Auric,32 Auric,Purchase,379,32,Auric
TX777,10/04/2023,Electra,Theresa Castillo,David Neal,889 Electra,48 Electra,Payment,889,48,Electra
TX778,15/06/2023,Zentia,Brandon Koch,Kayla Grant,531 Zentia,9 Zentia,Purchase,531,9,Zentia
TX779,11/06/2023,Zentia,Gene Walker,Frank Jackson,882 Zentia,50 Zentia,Purchase,882,50,Zentia
TX780,03/04/2023,Auric,Amanda Diaz,Ann Murphy,226 Auric,27 Auric,Transfer,226,27,Auric
TX781,26/07/2023,Zentia,Linda Lewis,Deborah Ward,512 Zentia,32 Zentia,Purchase,512,32,Zentia
TX782,21/02/2023,Auric,Sarah Wiley,John Berger,477 Auric,45 Auric,Transfer,477,45,Auric
TX783,29/03/2023,Electra,Sierra Richardson,Amanda Baker,283 Electra,19 Electra,Transfer,283,19,Electra
TX784,18/07/2023,Electra,Kimberly Strong,Lisa Hernandez,368 Electra,49 Electra,Transfer,368,49,Electra
TX785,18/03/2023,Zentia,Sharon Schmidt,Carl Guerrero,771 Zentia,25 Zentia,Transfer,771,25,Zentia
TX786,11/05/2023,Electra,Ashley Vasquez,Brittany Smith,478 Electra,42 Electra,Purchase,478,42,Electra
TX787,23/08/2023,Lumina,Allison Maynard,David Page,649 Lumina,16 Lumina,Transfer,649,16,Lumina
TX788,18/05/2023,Electra,Elizabeth Merritt,Tony Marsh,971 Electra,3 Electra,Purchase,971,3,Electra
TX789,07/03/2023,Zentia,Melissa Goodman,Gail Keller,471 Zentia,33 Zentia,Transfer,471,33,Zentia
TX790,14/05/2023,Lumina,Amanda Hunt,Stephen Howard,44 Lumina,39 Lumina,Purchase,44,39,Lumina
TX791,13/06/2023,Zentia,Nicole Roberson,Noah Thomas,680 Zentia,50 Zentia,Transfer,680,50,Zentia
TX792,10/05/2023,Lumina,Mrs. Christina Reeves,Amy Parker,363 Lumina,20 Lumina,Payment,363,20,Lumina
TX793,26/07/2023,Lumina,Hannah Smith,Christopher Preston,966 Lumina,50 Lumina,Payment,966,50,Lumina
TX794,05/08/2023,Zentia,Melinda Macdonald,Jared Medina,508 Zentia,8 Zentia,Payment,508,8,Zentia
TX795,19/04/2023,Auric,David Guerra,Christopher Gamble,237 Auric,33 Auric,Payment,237,33,Auric
TX796,14/02/2023,Lumina,Elizabeth Donaldson,Maurice Page,267 Lumina,17 Lumina,Transfer,267,17,Lumina
TX797,20/04/2023,Electra,Madison Montgomery,April Powers,156 Electra,18 Electra,Purchase,156,18,Electra
TX798,26/06/2023,Auric,April Harris,Jessica Carroll,201 Auric,15 Auric,Purchase,201,15,Auric
TX799,23/05/2023,Zentia,Daniel Dougherty,Kimberly Green,301 Zentia,21 Zentia,Payment,301,21,Zentia
TX800,25/04/2023,Zentia,Alejandro Morrow,Tara Boyd,405 Zentia,34 Zentia,Transfer,405,34,Zentia
TX801,27/03/2023,Lumina,Matthew Bennett,Traci Johnson,40 Lumina,21 Lumina,Purchase,40,21,Lumina
TX802,08/02/2023,Auric,Derrick Washington,Robert Franklin,98 Auric,8 Auric,Purchase,98,8,Auric
TX803,23/03/2023,Electra,Crystal Benitez,Tracy Barnett,459 Electra,35 Electra,Payment,459,35,Electra
TX804,16/01/2023,Lumina,Derek Carney,Karina Luna,504 Lumina,27 Lumina,Payment,504,27,Lumina
TX805,11/06/2023,Lumina,Heidi Stevens,Warren Anderson,596 Lumina,49 Lumina,Transfer,596,49,Lumina
TX806,13/03/2023,Auric,Thomas Stevenson,Alyssa Cooper,649 Auric,46 Auric,Payment,649,46,Auric
TX807,23/04/2023,Auric,Christina Hernandez,Janice Washington,215 Auric,21 Auric,Transfer,215,21,Auric
TX808,23/02/2023,Zentia,Susan Johnson,Gregory Booth,807 Zentia,7 Zentia,Payment,807,7,Zentia
TX809,10/08/2023,Electra,Jasmin King,Linda Woodard,826 Electra,19 Electra,Payment,826,19,Electra
TX810,18/07/2023,Lumina,Monique Frank,Mark Powell,413 Lumina,3 Lumina,Transfer,413,3,Lumina
TX811,26/03/2023,Zentia,Jason Valdez,Kayla Alexander,524 Zentia,24 Zentia,Transfer,524,24,Zentia
TX812,12/05/2023,Electra,Jeffrey Scott,Morgan Perry,463 Electra,43 Electra,Transfer,463,43,Electra
TX813,26/06/2023,Auric,Aaron Collins,Mary Bernard,849 Auric,32 Auric,Purchase,849,32,Auric
TX814,29/06/2023,Electra,Samuel Hall,Omar Robles MD,734 Electra,31 Electra,Transfer,734,31,Electra
TX815,19/05/2023,Lumina,Kathleen Williams,Laura Ellis,472 Lumina,20 Lumina,Transfer,472,20,Lumina
TX816,08/05/2023,Auric,Thomas Nielsen,Melissa Wilson,684 Auric,3 Auric,Payment,684,3,Auric
TX817,03/02/2023,Auric,Timothy Clark,Bradley Petersen,859 Auric,48 Auric,Purchase,859,48,Auric
TX818,18/06/2023,Electra,Julie Gutierrez,Sabrina Roberts,785 Electra,5 Electra,Transfer,785,5,Electra
TX819,02/05/2023,Electra,Jessica Hernandez,Julian Jones,355 Electra,27 Electra,Transfer,355,27,Electra
TX820,24/07/2023,Auric,Erin Willis,Dr. Catherine Price,948 Auric,33 Auric,Transfer,948,33,Auric
TX821,07/04/2023,Auric,Tiffany Schroeder,Julie Mcdonald,672 Auric,14 Auric,Payment,672,14,Auric
TX822,01/05/2023,Zentia,Jacqueline Richards,David Ferguson,89 Zentia,38 Zentia,Purchase,89,38,Zentia
TX823,06/05/2023,Lumina,Nicole Sandoval,Jonathan Lucas,359 Lumina,46 Lumina,Transfer,359,46,Lumina
TX824,08/06/2023,Auric,Andrew Santos,Taylor Jones,52 Auric,34 Auric,Purchase,52,34,Auric
TX825,06/05/2023,Auric,Adam Burns,John Long,245 Auric,43 Auric,Transfer,245,43,Auric
TX826,28/07/2023,Auric,Pamela Chambers,Mrs. Lisa Chan,983 Auric,8 Auric,Payment,983,8,Auric
TX827,12/07/2023,Electra,James Ortega,Monique Love,772 Electra,50 Electra,Purchase,772,50,Electra
TX828,22/01/2023,Lumina,David Brown,Patrick Lucero,738 Lumina,31 Lumina,Purchase,738,31,Lumina
TX829,21/02/2023,Auric,Amanda Ward,Faith Martin,877 Auric,41 Auric,Transfer,877,41,Auric
TX830,13/03/2023,Lumina,Derek Evans,Patrick Boone,170 Lumina,24 Lumina,Transfer,170,24,Lumina
TX831,13/05/2023,Zentia,Theresa Reed,Zachary Ponce,738 Zentia,48 Zentia,Payment,738,48,Zentia
TX832,27/02/2023,Lumina,Ashley George,Joanna Mathis,655 Lumina,26 Lumina,Purchase,655,26,Lumina
TX833,06/06/2023,Lumina,Arthur Jones,David Gallegos,724 Lumina,26 Lumina,Purchase,724,26,Lumina
TX834,24/04/2023,Electra,Katherine Mayer,Cody Smith,297 Electra,33 Electra,Transfer,297,33,Electra
TX835,15/01/2023,Electra,David Smith,Jeremy Combs,285 Electra,22 Electra,Purchase,285,22,Electra
TX836,15/03/2023,Electra,Ann Nelson,Emily Owens,755 Electra,7 Electra,Purchase,755,7,Electra
TX837,02/07/2023,Electra,Nathaniel Hancock,Bobby Roberts,349 Electra,41 Electra,Purchase,349,41,Electra
TX838,22/01/2023,Auric,Mary Fowler,Nicholas Ruiz PhD,313 Auric,23 Auric,Payment,313,23,Auric
TX839,09/08/2023,Zentia,Nicholas Knight,Steven Gonzalez,519 Zentia,8 Zentia,Transfer,519,8,Zentia
TX840,24/05/2023,Electra,Samuel Hart,Robert Mueller,1000 Electra,32 Electra,Payment,1000,32,Electra
TX841,18/06/2023,Zentia,Sean Fisher,Robert Wilson,529 Zentia,23 Zentia,Payment,529,23,Zentia
TX842,25/05/2023,Lumina,Riley Miller,Jacob Carter,368 Lumina,8 Lumina,Payment,368,8,Lumina
TX843,05/03/2023,Electra,Anne Harper,Jacob Meyers,252 Electra,26 Electra,Transfer,252,26,Electra
TX844,14/08/2023,Zentia,Glenn Smith,Amanda Odonnell DDS,204 Zentia,3 Zentia,Transfer,204,3,Zentia
TX845,12/06/2023,Zentia,Kevin Johnson,Kyle Smith,829 Zentia,12 Zentia,Purchase,829,12,Zentia
TX846,30/07/2023,Electra,Jenna Lawson,Kathryn Smith,381 Electra,12 Electra,Transfer,381,12,Electra
TX847,11/05/2023,Auric,Mrs. Valerie Blevins,Tanya Hernandez,923 Auric,18 Auric,Purchase,923,18,Auric
TX848,05/04/2023,Electra,Brian Richardson,Tracy Patterson,426 Electra,37 Electra,Transfer,426,37,Electra
TX849,25/01/2023,Lumina,James Castillo,Maria Johnson,603 Lumina,45 Lumina,Payment,603,45,Lumina
TX850,12/05/2023,Lumina,John Hill,Gerald Dodson,478 Lumina,31 Lumina,Payment,478,31,Lumina
TX851,31/05/2023,Lumina,Marc Owens,Joseph Owens,515 Lumina,10 Lumina,Payment,515,10,Lumina
TX852,30/05/2023,Zentia,Stephanie Smith DDS,Gerald Kirby,333 Zentia,28 Zentia,Transfer,333,28,Zentia
TX853,10/06/2023,Electra,Daniel Burgess,Nancy Dillon,80 Electra,29 Electra,Transfer,80,29,Electra
TX854,05/07/2023,Lumina,Elaine Mullins,John Klein,121 Lumina,26 Lumina,Payment,121,26,Lumina
TX855,20/05/2023,Electra,Michael Hogan,Jennifer Williams,253 Electra,4 Electra,Purchase,253,4,Electra
TX856,19/05/2023,Electra,Kathryn Gray,Barbara Herman,580 Electra,18 Electra,Payment,580,18,Electra
TX857,08/01/2023,Electra,Katherine Jackson,Vincent Kennedy,84 Electra,50 Electra,Purchase,84,50,Electra
TX858,04/02/2023,Electra,Peter Porter,Pamela Gallagher,640 Electra,28 Electra,Payment,640,28,Electra
TX859,18/02/2023,Auric,Donald Moreno,Jill Spencer,847 Auric,14 Auric,Transfer,847,14,Auric
TX860,16/02/2023,Electra,Scott Thomas,William Mcconnell,494 Electra,7 Electra,Purchase,494,7,Electra
TX861,11/07/2023,Auric,Kyle Armstrong Jr.,Tina Young,639 Auric,49 Auric,Payment,639,49,Auric
TX862,12/01/2023,Zentia,Michelle Greene,Laura Mills,868 Zentia,31 Zentia,Purchase,868,31,Zentia
TX863,12/06/2023,Auric,Jonathan Acosta,Rebecca Smith,980 Auric,27 Auric,Purchase,980,27,Auric
TX864,18/07/2023,Zentia,Ashley Mendez,Kevin Bryant,690 Zentia,3 Zentia,Payment,690,3,Zentia
TX865,01/02/2023,Electra,Shelley Nguyen,Michael Smith,654 Electra,5 Electra,Payment,654,5,Electra
TX866,06/03/2023,Auric,Stephen Sanders,Angelica Sweeney,831 Auric,36 Auric,Purchase,831,36,Auric
TX867,28/01/2023,Lumina,Colleen Nguyen,Darrell Wells,796 Lumina,5 Lumina,Purchase,796,5,Lumina
TX868,07/04/2023,Auric,Kara Salinas,Morgan Morris,240 Auric,22 Auric,Transfer,240,22,Auric
TX869,29/04/2023,Lumina,Mrs. Katie Smith,Elizabeth Larson,190 Lumina,17 Lumina,Transfer,190,17,Lumina
TX870,04/04/2023,Electra,Laura Myers,Jennifer Lambert,606 Electra,11 Electra,Payment,606,11,Electra
TX871,28/05/2023,Zentia,Rebecca Palmer,Nicholas Drake,153 Zentia,50 Zentia,Transfer,153,50,Zentia
TX872,18/02/2023,Auric,Jonathan Floyd,Krista Foley,453 Auric,5 Auric,Purchase,453,5,Auric
TX873,17/05/2023,Lumina,Brandy Flynn,Michael Fuller,375 Lumina,19 Lumina,Purchase,375,19,Lumina
TX874,09/07/2023,Auric,Ronald Dixon,Natalie Watson,255 Auric,48 Auric,Payment,255,48,Auric
TX875,28/06/2023,Lumina,Michele Lee,Destiny Olson,486 Lumina,19 Lumina,Payment,486,19,Lumina
TX876,03/04/2023,Lumina,Patrick Johnson,Jamie Wagner,596 Lumina,12 Lumina,Transfer,596,12,Lumina
TX877,09/08/2023,Electra,Denise Wright,Steve Erickson,978 Electra,48 Electra,Payment,978,48,Electra
TX878,22/07/2023,Electra,Ashley Ellis,Gregory Williams,732 Electra,43 Electra,Purchase,732,43,Electra
TX879,31/01/2023,Lumina,Melissa Sloan,Erin Hudson,913 Lumina,39 Lumina,Purchase,913,39,Lumina
TX880,24/01/2023,Electra,Matthew Dixon,Jerry Romero,876 Electra,37 Electra,Transfer,876,37,Electra
TX881,14/06/2023,Zentia,Eric Lopez,Jessica Spencer,58 Zentia,32 Zentia,Payment,58,32,Zentia
TX882,06/02/2023,Lumina,Christopher Bullock,Debra Robles,549 Lumina,1 Lumina,Payment,549,1,Lumina
TX883,23/07/2023,Auric,Teresa Smith,Lacey Booker,642 Auric,8 Auric,Transfer,642,8,Auric
TX884,01/05/2023,Zentia,Holly Rodriguez,Jennifer Collier,574 Zentia,4 Zentia,Payment,574,4,Zentia
TX885,24/02/2023,Lumina,Susan Taylor,Sara Mcfarland,847 Lumina,36 Lumina,Payment,847,36,Lumina
TX886,07/07/2023,Zentia,Robert Gordon,Sandra Martin,89 Zentia,42 Zentia,Purchase,89,42,Zentia
TX887,02/08/2023,Zentia,Robert Ibarra,Steven Richmond,118 Zentia,20 Zentia,Purchase,118,20,Zentia
TX888,15/07/2023,Electra,Shelly Montoya,Steven Vasquez,863 Electra,1 Electra,Payment,863,1,Electra
TX889,03/02/2023,Auric,John Andrews,Brenda Johnson,591 Auric,24 Auric,Payment,591,24,Auric
TX890,18/06/2023,Auric,Jessica Miranda,Michael Mata,678 Auric,22 Auric,Payment,678,22,Auric
TX891,18/01/2023,Electra,David White,Dr. Kayla Hernandez DDS,571 Electra,7 Electra,Purchase,571,7,Electra
TX892,08/01/2023,Auric,Kelly Acevedo,James Wilkerson,591 Auric,48 Auric,Transfer,591,48,Auric
TX893,09/03/2023,Lumina,Isaiah Anthony,Kim Decker,718 Lumina,16 Lumina,Transfer,718,16,Lumina
TX894,28/05/2023,Lumina,Kevin Pearson,Jasmine Jacobs,635 Lumina,16 Lumina,Transfer,635,16,Lumina
TX895,28/06/2023,Lumina,William Hodge,Danielle Page,596 Lumina,9 Lumina,Payment,596,9,Lumina
TX896,19/03/2023,Electra,Justin White,Alice Watson,408 Electra,3 Electra,Payment,408,3,Electra
TX897,07/06/2023,Lumina,Sherry Jordan,April Garcia,680 Lumina,1 Lumina,Payment,680,1,Lumina
TX898,18/05/2023,Lumina,Sydney Jennings,Sarah Cooper,401 Lumina,25 Lumina,Transfer,401,25,Lumina
TX899,23/02/2023,Zentia,Eric Miller,Kathryn Wallace,916 Zentia,11 Zentia,Payment,916,11,Zentia
TX900,16/03/2023,Auric,Marc Evans,Christian Yang,620 Auric,6 Auric,Transfer,620,6,Auric
TX901,27/06/2023,Auric,Matthew Christensen,Kim Jenkins,297 Auric,27 Auric,Payment,297,27,Auric
TX902,13/05/2023,Auric,David Fisher,Tracy Green,193 Auric,28 Auric,Purchase,193,28,Auric
TX903,06/06/2023,Lumina,Cynthia Jones,John Shaw,97 Lumina,40 Lumina,Payment,97,40,Lumina
TX904,07/07/2023,Zentia,William Brown,Kelsey Rodriguez,1 Zentia,28 Zentia,Purchase,1,28,Zentia
TX905,29/06/2023,Auric,Steven Johnson,Stacy Sharp,536 Auric,42 Auric,Transfer,536,42,Auric
TX906,21/02/2023,Zentia,Marc Jackson MD,Michele Shaffer,313 Zentia,3 Zentia,Payment,313,3,Zentia
TX907,23/05/2023,Electra,Maria Lewis,Monica Rodriguez,938 Electra,10 Electra,Purchase,938,10,Electra
TX908,17/04/2023,Auric,Melissa Carpenter,Danielle Holder,881 Auric,37 Auric,Transfer,881,37,Auric
TX909,06/03/2023,Lumina,Nicole King,Samantha Franco,627 Lumina,3 Lumina,Transfer,627,3,Lumina
TX910,07/03/2023,Lumina,Kristen Warren,Christopher Thornton,501 Lumina,22 Lumina,Payment,501,22,Lumina
TX911,17/01/2023,Zentia,Katrina Cole,Kayla Brown,307 Zentia,47 Zentia,Transfer,307,47,Zentia
TX912,08/03/2023,Zentia,Andrew Taylor,Charles Cook,154 Zentia,47 Zentia,Payment,154,47,Zentia
TX913,11/04/2023,Zentia,Kevin Wilson,Alan Alvarez,220 Zentia,12 Zentia,Purchase,220,12,Zentia
TX914,20/08/2023,Zentia,Brent Smith,Mario Burns Jr.,690 Zentia,47 Zentia,Transfer,690,47,Zentia
TX915,29/01/2023,Auric,Jeff Hester,Jessica Cook,348 Auric,47 Auric,Payment,348,47,Auric
TX916,01/07/2023,Lumina,Melissa Taylor,Elizabeth Smith,562 Lumina,41 Lumina,Purchase,562,41,Lumina
TX917,27/03/2023,Electra,Diane Ward,Derek Cook,310 Electra,24 Electra,Purchase,310,24,Electra
TX918,16/05/2023,Zentia,Brian Tyler,Kathryn Wood,344 Zentia,17 Zentia,Purchase,344,17,Zentia
TX919,27/08/2023,Zentia,James Brown,John Rodriguez,280 Zentia,16 Zentia,Transfer,280,16,Zentia
TX920,19/04/2023,Lumina,Kimberly Hutchinson,Amanda Scott,605 Lumina,20 Lumina,Transfer,605,20,Lumina
TX921,06/08/2023,Lumina,Amber Moore,Randall Griffin,422 Lumina,22 Lumina,Purchase,422,22,Lumina
TX922,20/02/2023,Auric,Lucas Jackson,James Odonnell,565 Auric,7 Auric,Purchase,565,7,Auric
TX923,27/04/2023,Lumina,Benjamin West,Michelle Le,371 Lumina,1 Lumina,Purchase,371,1,Lumina
TX924,14/02/2023,Zentia,Timothy Hamilton,Paige Clayton,46 Zentia,32 Zentia,Transfer,46,32,Zentia
TX925,07/01/2023,Zentia,John Flores,Stephen Proctor,491 Zentia,16 Zentia,Payment,491,16,Zentia
TX926,31/05/2023,Lumina,Dustin Ellis,Joshua Galvan,531 Lumina,17 Lumina,Transfer,531,17,Lumina
TX927,22/06/2023,Lumina,Jeffrey Eaton,Amanda Johnson,466 Lumina,2 Lumina,Payment,466,2,Lumina
TX928,30/05/2023,Lumina,Todd Sullivan,David Garza,235 Lumina,25 Lumina,Transfer,235,25,Lumina
TX929,26/08/2023,Auric,Margaret Henson,Erin Mcneil,863 Auric,37 Auric,Transfer,863,37,Auric
TX930,01/03/2023,Auric,Patricia Jennings,Amanda Flores,836 Auric,3 Auric,Payment,836,3,Auric
TX931,05/03/2023,Electra,Teresa Wolfe,Renee Collins,58 Electra,38 Electra,Transfer,58,38,Electra
TX932,21/06/2023,Lumina,Scott Brown,Charles Perez,974 Lumina,10 Lumina,Transfer,974,10,Lumina
TX933,12/05/2023,Electra,Carolyn Allen,Raymond Webb,564 Electra,41 Electra,Purchase,564,41,Electra
TX934,31/01/2023,Lumina,Shawn Potter,Michael Bryant II,124 Lumina,2 Lumina,Transfer,124,2,Lumina
TX935,18/01/2023,Electra,Joseph Sanchez,Nancy Robbins,471 Electra,33 Electra,Payment,471,33,Electra
TX936,12/04/2023,Electra,Gerald Tran,Carolyn Edwards,935 Electra,9 Electra,Purchase,935,9,Electra
TX937,21/06/2023,Auric,Kimberly Hatfield,Tanya Payne,430 Auric,15 Auric,Payment,430,15,Auric
TX938,14/01/2023,Auric,James Shaw,Ryan Shea,245 Auric,16 Auric,Payment,245,16,Auric
TX939,24/08/2023,Electra,Jonathan Stewart,Noah Holmes,573 Electra,23 Electra,Transfer,573,23,Electra
TX940,18/03/2023,Electra,Rita Rubio,Caitlin Compton,859 Electra,32 Electra,Transfer,859,32,Electra
TX941,07/07/2023,Zentia,Sara Spencer,Ryan Liu,620 Zentia,40 Zentia,Transfer,620,40,Zentia
TX942,04/02/2023,Lumina,Chase Roth,Emily Arroyo,619 Lumina,9 Lumina,Transfer,619,9,Lumina
TX943,13/07/2023,Zentia,Alyssa Jones,Scott Alexander,40 Zentia,28 Zentia,Transfer,40,28,Zentia
TX944,29/04/2023,Electra,Scott Torres,Micheal Mcclain,342 Electra,39 Electra,Payment,342,39,Electra
TX945,04/06/2023,Lumina,Karen Moore,Christina Stevens,954 Lumina,32 Lumina,Transfer,954,32,Lumina
TX946,09/07/2023,Electra,Steven Harrington,Nicole Adams,328 Electra,11 Electra,Payment,328,11,Electra
TX947,07/07/2023,Lumina,James Mayo,Tracy Lewis,297 Lumina,46 Lumina,Payment,297,46,Lumina
TX948,15/02/2023,Electra,Randall Edwards,Drew Flynn,897 Electra,13 Electra,Purchase,897,13,Electra
TX949,31/05/2023,Electra,Dennis Yang,Rachel Kramer,690 Electra,16 Electra,Transfer,690,16,Electra
